name,description,author,test_type,test_category,priority,scrum_name,steps,expected_output,automation_status,automation_script_path,automation_author,tag,feature_id
Upload Test 380,Upload Test 380,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 381,Upload Test 381,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 382,Upload Test 382,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 383,Upload Test 383,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 384,Upload Test 384,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 385,Upload Test 385,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 386,Upload Test 386,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 387,Upload Test 387,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 388,Upload Test 388,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 389,Upload Test 389,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 390,Upload Test 390,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 391,Upload Test 391,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 392,Upload Test 392,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 393,Upload Test 393,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 394,Upload Test 394,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 395,Upload Test 395,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 396,Upload Test 396,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 397,Upload Test 397,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 398,Upload Test 398,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 399,Upload Test 399,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 400,Upload Test 400,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 401,Upload Test 401,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 402,Upload Test 402,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 403,Upload Test 403,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 404,Upload Test 404,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 405,Upload Test 405,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 406,Upload Test 406,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 407,Upload Test 407,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 408,Upload Test 408,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 409,Upload Test 409,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 410,Upload Test 410,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 411,Upload Test 411,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 412,Upload Test 412,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 413,Upload Test 413,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 414,Upload Test 414,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 415,Upload Test 415,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 416,Upload Test 416,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 417,Upload Test 417,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 418,Upload Test 418,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 419,Upload Test 419,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 420,Upload Test 420,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 421,Upload Test 421,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 422,Upload Test 422,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 423,Upload Test 423,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 424,Upload Test 424,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 425,Upload Test 425,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 426,Upload Test 426,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 427,Upload Test 427,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 428,Upload Test 428,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 429,Upload Test 429,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 430,Upload Test 430,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 431,Upload Test 431,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 432,Upload Test 432,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 433,Upload Test 433,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 434,Upload Test 434,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 435,Upload Test 435,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 436,Upload Test 436,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 437,Upload Test 437,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 438,Upload Test 438,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 439,Upload Test 439,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 440,Upload Test 440,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 441,Upload Test 441,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 442,Upload Test 442,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 443,Upload Test 443,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 444,Upload Test 444,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 445,Upload Test 445,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 446,Upload Test 446,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 447,Upload Test 447,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 448,Upload Test 448,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 449,Upload Test 449,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 450,Upload Test 450,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 451,Upload Test 451,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 452,Upload Test 452,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 453,Upload Test 453,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 454,Upload Test 454,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 455,Upload Test 455,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 456,Upload Test 456,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 457,Upload Test 457,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 458,Upload Test 458,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 459,Upload Test 459,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 460,Upload Test 460,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 461,Upload Test 461,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 462,Upload Test 462,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 463,Upload Test 463,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 464,Upload Test 464,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 465,Upload Test 465,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 466,Upload Test 466,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 467,Upload Test 467,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
Upload Test 468,Upload Test 468,Snehasish.Das@247.ai,Automation,UI,1,E2E,Login>>Navigate to Card Designer>>Add Payment Card>>Add fields,User must be logged in>>Card designer page must open>>Must be able to add payment card>>Must be able to update the fields,Ready,./tests/somepath/somescript.ts,Snehasish.Das@247.ai,"not to exeucte, release_X",17XYZ3
Upload Test 469,Upload Test 469,Snehasish.Das@247.ai,Manual,UI,1,E2E,Login>>Navigate to Assist console>>click on Monitor>>Verify the agent online status,User must be logged in>>Assist console must open>>Monitor tab must open>>Agent must be online,,,,"not to exeucte, release_X",17XYZ3
